"date","close","volume","open","high","low"

"2019/01/18","1098.2600","1933754.0000","1100.0000","1108.3520","1090.9000"
"2019/01/17","1089.9000","1223674.0000","1079.4700","1091.8000","1073.5000"
"2019/01/16","1080.9700","1320530.0000","1080.0000","1092.3750","1079.3400"
"2019/01/15","1077.1500","1452238.0000","1050.1700","1080.0500","1047.3400"
"2019/01/14","1044.6900","1127417.0000","1046.9200","1051.5300","1041.2550"
"2019/01/11","1057.1900","1512651.0000","1063.1800","1063.7750","1048.4800"
"2019/01/10","1070.3300","1444976.0000","1067.6600","1071.1500","1057.7100"
"2019/01/09","1074.6600","1198369.0000","1081.6500","1082.6300","1066.4000"
"2019/01/08","1076.2800","1748371.0000","1076.1100","1084.5600","1060.5300"
"2019/01/07","1068.3900","1978077.0000","1071.5000","1073.9999","1054.7600"
"2019/01/04","1070.7100","2080144.0000","1032.5900","1070.8400","1027.4179"
"2019/01/03","1016.0600","1829379.0000","1041.0000","1056.9800","1014.0700"
"2019/01/02","1045.8500","1516681.0000","1016.5700","1052.3200","1015.7100"
"2018/12/31","1035.6100","1492541.0000","1050.9600","1052.7000","1023.5900"
"2018/12/28","1037.0800","1399218.0000","1049.6200","1055.5600","1033.1000"
"2018/12/27","1043.8800","2102069.0000","1017.1500","1043.8900","997.0000"
"2018/12/26","1039.4600","2337212.0000","989.0100","1040.0000","983.0000"
"2018/12/24","976.2200","1590328.0000","973.9000","1003.5400","970.1100"
"2018/12/21","979.5400","4560424.0000","1015.3000","1024.0200","973.6900"
"2018/12/20","1009.4100","2659047.0000","1018.1300","1034.2200","996.3600"
"2018/12/19","1023.0100","2419322.0000","1033.9900","1062.0000","1008.0500"
"2018/12/18","1028.7100","2101854.0000","1026.0900","1049.4800","1021.4400"
"2018/12/17","1016.5300","2337631.0000","1037.5100","1053.1500","1007.9000"
"2018/12/14","1042.1000","1685802.0000","1049.9800","1062.6000","1040.7900"
"2018/12/13","1061.9000","1329198.0000","1068.0700","1079.7597","1053.9300"
"2018/12/12","1063.6800","1523276.0000","1068.0000","1081.6500","1062.7900"
"2018/12/11","1051.7500","1354751.0000","1056.4900","1060.6000","1039.8400"
"2018/12/10","1039.5500","1793465.0000","1035.0500","1048.4500","1023.2900"
"2018/12/07","1036.5800","2098526.0000","1060.0100","1075.2600","1028.5000"
"2018/12/06","1068.7300","2758098.0000","1034.2600","1071.2000","1030.7701"
"2018/12/04","1050.8200","2278200.0000","1103.1200","1104.4200","1049.9800"
"2018/12/03","1106.4300","1900355.0000","1123.1400","1124.6500","1103.6645"
