date,high,low,open,close,volume,adj_close
2019-01-02,269.75,256.5799865722656,259.2799987792969,267.6600036621094,11679500,267.6600036621094
2019-01-03,275.7900085449219,264.42999267578125,270.20001220703125,271.20001220703125,14969600,271.20001220703125
2019-01-04,297.79998779296875,278.5400085449219,281.8800048828125,297.57000732421875,19330100,297.57000732421875
2019-01-07,316.79998779296875,301.6499938964844,302.1000061035156,315.3399963378906,18620100,315.3399963378906
2019-01-08,320.5899963378906,308.010009765625,319.9800109863281,320.2699890136719,15359200,320.2699890136719
2019-01-09,323.3500061035156,313.5,317.7099914550781,319.9599914550781,13343200,319.9599914550781
2019-01-10,325.3699951171875,312.5,314.57000732421875,324.6600036621094,13472500,324.6600036621094
2019-01-11,341.0899963378906,328.5199890136719,330.9599914550781,337.5899963378906,19500400,337.5899963378906
2019-01-14,335.4800109863281,329.1300048828125,334.239990234375,332.94000244140625,10499600,332.94000244140625
2019-01-15,357.2200012207031,347.0,349.6000061035156,354.6400146484375,21181200,354.6400146484375
2019-01-16,358.8500061035156,348.1099853515625,354.0,351.3900146484375,15385500,351.3900146484375
2019-01-17,355.7900085449219,346.4100036621094,349.5,353.19000244140625,18871200,353.19000244140625
2019-01-18,353.0,336.7300109863281,351.9700012207031,339.1000061035156,26621000,339.1000061035156
2019-01-22,336.8800048828125,321.0299987792969,334.8900146484375,325.1600036621094,17941400,325.1600036621094
2019-01-23,331.75,318.6000061035156,328.25,321.989990234375,13480100,321.989990234375
2019-01-24,331.79998779296875,319.0,320.6000061035156,326.6700134277344,11131600,326.6700134277344
2019-01-25,340.0,328.510009765625,328.7200012207031,338.04998779296875,11152900,338.04998779296875
2019-01-28,336.29998779296875,328.8800048828125,334.70001220703125,335.6600036621094,8652100,335.6600036621094
2019-01-29,338.2200012207031,328.1499938964844,335.8699951171875,328.8999938964844,7655200,328.8999938964844
2019-01-30,341.7799987792969,330.79998779296875,332.75,340.6600036621094,9234500,340.6600036621094
2019-01-31,345.989990234375,338.0899963378906,339.67999267578125,339.5,8535500,339.5
2019-02-01,346.8399963378906,336.5,337.17999267578125,339.8500061035156,9827800,339.8500061035156
2019-02-04,352.0,341.29998779296875,342.6000061035156,351.3399963378906,9051400,351.3399963378906
2019-02-05,360.0,352.8999938964844,353.20001220703125,355.80999755859375,9046600,355.80999755859375
2019-02-06,357.0400085449219,347.19000244140625,357.0,352.19000244140625,6717700,352.19000244140625
2019-02-07,348.75,339.0199890136719,347.8999938964844,344.7099914550781,7864500,344.7099914550781
2019-02-08,348.0,338.0,338.0,347.57000732421875,7561400,347.57000732421875
2019-02-11,352.8699951171875,344.80999755859375,350.0,345.7300109863281,5454900,345.7300109863281
2019-02-12,360.0,346.5199890136719,348.0899963378906,359.9700012207031,10429400,359.9700012207031
2019-02-13,359.6000061035156,350.2799987792969,357.29998779296875,351.7699890136719,10559100,351.7699890136719
2019-02-14,360.45001220703125,348.3299865722656,351.75,359.07000732421875,9295300,359.07000732421875
2019-02-15,364.3999938964844,355.5,358.4700012207031,356.8699951171875,9230000,356.8699951171875
2019-02-19,365.0,355.32000732421875,355.79998779296875,361.9200134277344,7396600,361.9200134277344
2019-02-20,366.7099914550781,356.70001220703125,364.8500061035156,359.9100036621094,8110700,359.9100036621094
2019-02-21,362.8500061035156,353.8800048828125,360.0299987792969,356.9700012207031,6227900,356.9700012207031
2019-02-22,366.1300048828125,360.04998779296875,360.3399963378906,363.0199890136719,7088200,363.0199890136719
2019-02-25,371.489990234375,363.7900085449219,367.010009765625,363.9100036621094,7569300,363.9100036621094
2019-02-26,365.70001220703125,359.3299865722656,362.9800109863281,364.9700012207031,4944600,364.9700012207031
2019-02-27,368.0299987792969,359.79998779296875,363.5,362.8699951171875,5629900,362.8699951171875
2019-02-28,366.3900146484375,357.7099914550781,362.4700012207031,358.1000061035156,6186800,358.1000061035156
2019-03-01,362.8699951171875,354.69000244140625,362.260009765625,357.32000732421875,5526500,357.32000732421875
2019-03-04,362.25,348.0400085449219,359.7200012207031,351.0400085449219,7487000,351.0400085449219
2019-03-05,356.1700134277344,348.25,351.4599914550781,354.29998779296875,5937800,354.29998779296875
2019-03-06,359.8800048828125,351.70001220703125,353.6000061035156,359.6099853515625,6211900,359.6099853515625
2019-03-07,362.8599853515625,350.5,360.1600036621094,352.6000061035156,6151300,352.6000061035156
2019-03-08,349.9200134277344,342.4700012207031,345.75,349.6000061035156,6898800,349.6000061035156
2019-03-11,358.9800109863281,350.0299987792969,352.0,358.8599853515625,5387300,358.8599853515625
2019-03-12,360.1300048828125,353.79998779296875,359.3699951171875,356.2699890136719,5164600,356.2699890136719
2019-03-13,362.4800109863281,352.7699890136719,355.80999755859375,361.2099914550781,6444100,361.2099914550781
2019-03-14,363.8399963378906,358.1000061035156,360.5,358.82000732421875,5271400,358.82000732421875
2019-03-15,364.0,358.8900146484375,361.0199890136719,361.4599914550781,8444500,361.4599914550781
2019-03-18,370.9700012207031,361.8599853515625,362.4700012207031,363.44000244140625,7194700,363.44000244140625
2019-03-19,366.9599914550781,356.79998779296875,366.3999938964844,358.7799987792969,7541400,358.7799987792969
2019-03-20,375.8999938964844,357.010009765625,358.9100036621094,375.2200012207031,10917200,375.2200012207031
2019-03-21,379.0,370.6099853515625,374.0,377.8699951171875,8544000,377.8699951171875
2019-03-22,376.42999267578125,360.0400085449219,375.95001220703125,361.010009765625,8661300,361.010009765625
2019-03-25,367.0400085449219,357.44000244140625,359.0,366.2300109863281,8473800,366.2300109863281
2019-03-26,368.3800048828125,358.0199890136719,367.8699951171875,359.9700012207031,7666500,359.9700012207031
2019-03-27,362.4700012207031,350.3699951171875,361.0,353.3699951171875,7852400,353.3699951171875
2019-03-28,355.94000244140625,349.20001220703125,354.489990234375,354.6099853515625,4361000,354.6099853515625
2019-03-29,358.25,353.7099914550781,357.1600036621094,356.55999755859375,4705600,356.55999755859375
2019-04-01,368.3299865722656,358.510009765625,359.0,366.9599914550781,7036100,366.9599914550781
2019-04-02,368.4200134277344,362.2200012207031,366.25,367.7200012207031,5158700,367.7200012207031
2019-04-03,373.4100036621094,366.19000244140625,369.260009765625,369.75,5368900,369.75
2019-04-04,372.04998779296875,362.3999938964844,370.07000732421875,367.8800048828125,4627300,367.8800048828125
2019-04-05,369.79998779296875,364.6600036621094,369.0,365.489990234375,3905500,365.489990234375
2019-04-08,365.94000244140625,359.92999267578125,365.1099853515625,361.4100036621094,4653800,361.4100036621094
2019-04-09,366.739990234375,359.0,360.5400085449219,364.7099914550781,5439200,364.7099914550781
2019-04-10,368.8500061035156,362.25,365.7900085449219,363.9200134277344,4545600,363.9200134277344
2019-04-11,370.1199951171875,360.80999755859375,365.0,367.6499938964844,6526900,367.6499938964844
2019-04-12,361.75,349.3599853515625,360.69000244140625,351.1400146484375,15646200,351.1400146484375
2019-04-15,352.2099914550781,342.2699890136719,350.7099914550781,348.8699951171875,8842300,348.8699951171875
2019-04-16,364.4800109863281,352.7200012207031,355.0,359.4599914550781,18740200,359.4599914550781
2019-04-17,368.760009765625,350.6000061035156,365.04998779296875,354.739990234375,18054100,354.739990234375
2019-04-18,360.4100036621094,351.6400146484375,355.0,360.3500061035156,8353200,360.3500061035156
2019-04-22,377.69000244140625,359.0,359.70001220703125,377.3399963378906,11980500,377.3399963378906
2019-04-23,384.79998779296875,374.7099914550781,375.45001220703125,381.8900146484375,10089800,381.8900146484375
2019-04-24,381.8999938964844,373.2699890136719,381.07000732421875,374.2300109863281,6541900,374.2300109863281
2019-04-25,374.760009765625,365.70001220703125,374.489990234375,368.3299865722656,6255500,368.3299865722656
2019-04-26,375.1400146484375,366.239990234375,368.3500061035156,374.8500061035156,5621900,374.8500061035156
2019-04-29,374.5799865722656,369.1199951171875,373.67999267578125,371.8299865722656,3821700,371.8299865722656
2019-04-30,374.5,368.3500061035156,369.55999755859375,370.5400085449219,3870100,370.5400085449219
2019-05-01,385.989990234375,373.1700134277344,374.0,378.80999755859375,9257300,378.80999755859375
2019-05-02,383.5,374.510009765625,378.0,379.05999755859375,5398200,379.05999755859375
2019-05-03,385.0299987792969,378.2699890136719,381.5299987792969,385.0299987792969,5130300,385.0299987792969
2019-05-06,381.3500061035156,376.0,377.69000244140625,378.6700134277344,5793100,378.6700134277344
2019-05-07,379.9100036621094,365.80999755859375,377.0,370.4599914550781,6974900,370.4599914550781
2019-05-08,369.0,361.3599853515625,367.9200134277344,364.3699951171875,6572000,364.3699951171875
2019-05-09,364.20001220703125,352.75,360.8999938964844,362.75,5882600,362.75
2019-05-10,365.260009765625,353.05999755859375,361.6199951171875,361.0400085449219,5657100,361.0400085449219
2019-05-13,354.260009765625,343.1000061035156,352.2900085449219,345.260009765625,8026700,345.260009765625
2019-05-14,349.95001220703125,342.5,348.7099914550781,345.6099853515625,5353000,345.6099853515625
2019-05-15,356.5,341.3900146484375,343.3399963378906,354.989990234375,6340100,354.989990234375
2019-05-16,364.0,353.94000244140625,356.3699951171875,359.30999755859375,6441500,359.30999755859375
2019-05-17,359.6199951171875,353.7900085449219,356.3900146484375,354.45001220703125,4725400,354.45001220703125
2019-05-20,352.4200134277344,345.3999938964844,351.2300109863281,348.1099853515625,4621500,348.1099853515625
2019-05-21,356.42999267578125,349.92999267578125,350.95001220703125,354.2699890136719,4026400,354.2699890136719
2019-05-22,370.4599914550781,357.29998779296875,358.010009765625,359.7300109863281,6229400,359.7300109863281
2019-05-23,357.4200134277344,347.70001220703125,355.5,352.2099914550781,5630400,352.2099914550781
2019-05-24,359.44000244140625,353.7900085449219,355.4100036621094,354.3900146484375,3831000,354.3900146484375
2019-05-28,361.20001220703125,353.6499938964844,354.3900146484375,355.05999755859375,4717100,355.05999755859375
2019-05-29,353.8500061035156,345.8999938964844,353.6000061035156,349.19000244140625,5658900,349.19000244140625
2019-05-30,354.2099914550781,348.29998779296875,350.54998779296875,351.8500061035156,4008000,351.8500061035156
2019-05-31,349.3399963378906,342.9200134277344,347.2200012207031,343.2799987792969,5023400,343.2799987792969
2019-06-03,347.6600036621094,332.6499938964844,343.55999755859375,336.6300048828125,7849600,336.6300048828125
2019-06-04,353.6099853515625,343.25,345.0,353.3999938964844,7891600,353.3999938964844
2019-06-05,357.8800048828125,348.7099914550781,354.3800048828125,355.7300109863281,5020100,355.7300109863281
2019-06-06,358.2099914550781,352.0899963378906,354.8399963378906,357.1300048828125,3710000,357.1300048828125
2019-06-07,365.1499938964844,355.69000244140625,357.3900146484375,360.8699951171875,4777300,360.8699951171875
2019-06-10,367.1000061035156,349.2900085449219,363.6499938964844,352.010009765625,7810300,352.010009765625
2019-06-11,357.5799865722656,348.5,355.0,351.2699890136719,5396700,351.2699890136719
2019-06-12,353.6099853515625,343.2300109863281,351.82000732421875,345.55999755859375,4584700,345.55999755859375
2019-06-13,348.5,339.25,347.2300109863281,343.42999267578125,6209300,343.42999267578125
2019-06-14,343.3999938964844,336.1600036621094,341.6300048828125,339.7300109863281,5019000,339.7300109863281
2019-06-17,351.7699890136719,342.05999755859375,342.69000244140625,350.6199951171875,5358200,350.6199951171875
2019-06-18,361.5,353.75,355.57000732421875,357.1199951171875,5428500,357.1199951171875
2019-06-19,364.739990234375,356.1199951171875,361.7200012207031,363.5199890136719,5667200,363.5199890136719
2019-06-20,370.1199951171875,361.2200012207031,365.9100036621094,365.2099914550781,5899500,365.2099914550781
2019-06-21,371.45001220703125,365.0,365.0,369.2099914550781,7448400,369.2099914550781
2019-06-24,375.0,370.20001220703125,370.2699890136719,371.0400085449219,4830200,371.0400085449219
2019-06-25,371.0,358.2900085449219,370.75,360.29998779296875,5750400,360.29998779296875
2019-06-26,366.7900085449219,361.6000061035156,361.6000061035156,362.20001220703125,3669700,362.20001220703125
2019-06-27,370.8500061035156,363.20001220703125,363.20001220703125,370.0199890136719,4138600,370.0199890136719
2019-06-28,371.5400085449219,364.8699951171875,370.260009765625,367.32000732421875,4592700,367.32000732421875
2019-07-01,376.6600036621094,372.0,373.5,374.6000061035156,4992600,374.6000061035156
2019-07-02,376.0,370.30999755859375,374.8900146484375,375.42999267578125,3625000,375.42999267578125
2019-07-03,381.989990234375,375.8399963378906,376.69000244140625,381.7200012207031,3799000,381.7200012207031
2019-07-05,381.3999938964844,375.55999755859375,378.2900085449219,380.54998779296875,3732200,380.54998779296875
2019-07-08,378.25,375.3599853515625,378.19000244140625,376.1600036621094,3113400,376.1600036621094
2019-07-09,384.760009765625,377.5,379.05999755859375,379.92999267578125,6932800,379.92999267578125
2019-07-10,384.3399963378906,362.67999267578125,382.7699890136719,381.0,5878800,381.0
2019-07-11,384.5400085449219,378.79998779296875,381.1000061035156,379.5,4336300,379.5
2019-07-12,379.739990234375,372.7900085449219,378.67999267578125,373.25,6636900,373.25
2019-07-15,373.67999267578125,362.29998779296875,372.94000244140625,366.6000061035156,7944700,366.6000061035156
2019-07-16,371.3399963378906,364.9200134277344,370.0899963378906,365.989990234375,5863200,365.989990234375
