datetime,source_ip,username,success,failure_reason
2018-01-01 00:05:32.988414,223.178.55.3,djones,True,
2018-01-01 00:08:00.343636,223.178.55.3,djones,False,error_wrong_password
2018-01-01 00:08:01.343636,223.178.55.3,djones,True,
2018-01-01 01:06:59.640823,208.101.11.88,wbrown,True,
2018-01-01 02:40:47.769630,11.76.99.35,tkim,True,
2018-01-01 02:48:52.934141,11.76.99.35,tkim,True,
2018-01-01 03:11:12.300160,83.113.51.172,bsmith,False,error_wrong_password
2018-01-01 03:11:13.300160,83.113.51.172,bsmith,True,
2018-01-01 03:13:18.442736,83.113.51.172,bsmith,True,
2018-01-01 03:16:20.620946,1.218.123.66,bsmith,False,error_wrong_password
2018-01-01 03:16:21.620946,1.218.123.66,bsmith,True,
2018-01-01 04:02:28.498726,222.178.53.26,zkim,True,
2018-01-01 04:30:17.571428,222.178.53.26,zkim,True,
2018-01-01 04:31:40.612173,222.178.53.26,zkim,True,
2018-01-01 04:38:54.807005,222.178.53.26,zkim,True,
2018-01-01 05:20:45.923503,222.178.53.26,zkim,True,
2018-01-01 05:27:21.618708,186.89.187.107,ssmith,True,
2018-01-01 05:30:50.611397,222.178.53.26,zkim,True,
2018-01-01 05:46:24.552064,222.178.53.26,zkim,True,
2018-01-01 06:17:52.626647,172.0.92.175,slopez,True,
2018-01-01 06:56:02.773243,113.97.58.143,ssmith,False,error_wrong_password
2018-01-01 06:56:03.773243,113.97.58.143,ssmith,True,
2018-01-01 07:03:31.652972,202.169.215.170,jjones,True,
2018-01-01 07:23:16.060710,113.97.58.143,ssmith,True,
2018-01-01 07:29:49.725192,172.0.92.175,slopez,True,
2018-01-01 09:00:53.835331,142.163.253.58,jkim,True,
2018-01-01 09:14:37.238003,88.89.16.210,jkim,True,
2018-01-01 09:17:11.117670,88.89.16.210,jkim,True,
2018-01-01 10:11:27.744621,71.202.159.171,vkim,True,
2018-01-01 10:36:51.801452,71.202.159.171,vkim,True,
2018-01-01 11:20:02.283882,92.90.216.98,ijones,True,
2018-01-01 12:03:38.000550,234.179.140.103,bkim,True,
2018-01-01 12:43:22.092728,234.179.140.103,bkim,True,
2018-01-01 12:55:36.587462,12.1.71.46,bkim,True,
2018-01-01 12:59:59.101742,5.91.167.118,bkim,True,
2018-01-01 13:30:29.338983,91.244.227.100,xkim,True,
2018-01-01 13:38:01.934514,91.244.227.100,xkim,True,
2018-01-01 14:03:17.041024,12.1.71.46,bkim,False,error_wrong_password
2018-01-01 14:03:18.041024,12.1.71.46,bkim,True,
2018-01-01 14:23:08.622909,54.57.131.131,xkim,True,
2018-01-01 14:37:49.725545,54.57.131.131,xkim,False,error_wrong_password
2018-01-01 14:37:50.725545,54.57.131.131,xkim,True,
2018-01-01 14:38:27.093549,110.216.28.51,msmith,True,
2018-01-01 14:50:57.329363,54.57.131.131,xkim,True,
2018-01-01 14:52:29.395125,110.216.28.51,msmith,True,
2018-01-01 14:52:33.231608,110.216.28.51,msmith,True,
2018-01-01 14:52:36.831767,54.57.131.131,xkim,True,
2018-01-01 15:32:50.731400,91.244.227.100,xkim,False,error_wrong_password
2018-01-01 15:32:51.731400,91.244.227.100,xkim,True,
2018-01-01 15:44:23.459089,226.227.77.216,zsmith,False,error_wrong_password
2018-01-01 15:44:24.459089,226.227.77.216,zsmith,True,
2018-01-01 16:02:32.422695,226.227.77.216,zsmith,True,
2018-01-01 16:02:51.175091,226.227.77.216,zsmith,False,error_wrong_password
2018-01-01 16:02:52.175091,226.227.77.216,zsmith,True,
2018-01-01 16:43:41.672581,133.93.124.180,psmith,True,
2018-01-01 16:52:04.446162,226.227.77.216,zsmith,False,error_wrong_password
2018-01-01 16:52:05.446162,226.227.77.216,zsmith,True,
2018-01-01 17:00:23.975706,12.165.104.67,tjones,True,
2018-01-01 17:00:49.814878,12.165.104.67,tjones,False,error_wrong_password
2018-01-01 17:00:50.814878,12.165.104.67,tjones,True,
2018-01-01 17:03:02.301757,133.93.124.180,psmith,True,
2018-01-01 17:04:09.647371,133.93.124.180,psmith,True,
2018-01-01 17:04:56.309180,12.165.104.67,tjones,True,
2018-01-01 17:33:18.226620,12.165.104.67,tjones,True,
2018-01-01 17:44:28.751187,12.165.104.67,tjones,True,
2018-01-01 18:17:03.547446,27.95.79.35,ysmith,True,
2018-01-01 19:24:37.540190,27.95.79.35,ysmith,True,
2018-01-01 19:40:33.811865,27.95.79.35,ysmith,True,
2018-01-01 20:55:13.562288,116.147.197.72,elopez,True,
2018-01-01 21:01:58.601645,234.193.77.22,hbrown,True,
2018-01-01 21:33:21.141580,116.147.197.72,elopez,True,
2018-01-01 21:55:53.406039,116.147.197.72,elopez,True,
2018-01-01 22:04:02.420008,126.228.43.201,qjones,True,
2018-01-01 23:02:00.867874,156.125.97.32,kkim,True,
2018-01-02 00:23:21.243134,172.112.56.41,mlopez,True,
2018-01-02 00:27:05.812180,52.204.133.50,mlopez,True,
2018-01-02 00:33:29.549919,156.125.97.32,kkim,True,
2018-01-02 01:21:22.771485,29.82.101.154,njones,True,
2018-01-02 02:00:23.470586,139.140.155.139,njones,True,
2018-01-02 02:04:10.415599,29.82.101.154,njones,True,
2018-01-02 02:04:36.258167,29.82.101.154,njones,True,
2018-01-02 02:31:44.326264,138.50.216.35,cmim,False,error_wrong_username
2018-01-02 02:31:45.326264,138.50.216.35,cmim,False,error_wrong_username
2018-01-02 02:31:46.326264,155.106.106.121,hlopez,False,error_wrong_password
2018-01-02 02:31:47.326264,155.106.106.121,hlopez,True,
2018-01-02 02:31:48.326264,188.239.25.86,usmih,False,error_wrong_username
2018-01-02 02:31:49.326264,188.239.25.86,usmih,False,error_wrong_username
2018-01-02 02:31:50.326264,204.88.247.132,ubrown,False,error_wrong_password
2018-01-02 02:31:51.326264,204.88.247.132,ubrown,True,
2018-01-02 02:31:52.326264,125.15.206.162,kjones,False,error_wrong_password
2018-01-02 02:31:53.326264,125.15.206.162,kjones,True,
2018-01-02 02:31:54.326264,84.227.75.134,dmith,False,error_wrong_username
2018-01-02 02:31:55.326264,84.227.75.134,dmith,False,error_wrong_username
2018-01-02 02:31:56.326264,184.158.205.123,brown,False,error_wrong_username
2018-01-02 02:31:57.326264,184.158.205.123,mbrown,False,error_wrong_password
2018-01-02 02:31:58.326264,51.95.23.28,gkim,False,error_wrong_password
2018-01-02 02:31:59.326264,51.95.23.28,gkim,False,error_wrong_password
2018-01-02 02:32:00.326264,226.175.140.60,yones,False,error_wrong_username
2018-01-02 02:32:01.326264,226.175.140.60,yones,False,error_wrong_username
2018-01-02 02:32:02.326264,118.120.145.236,bjoes,False,error_wrong_username
2018-01-02 02:32:03.326264,118.120.145.236,bjoes,False,error_wrong_username
2018-01-02 02:32:04.326264,56.109.40.23,sjojes,False,error_wrong_username
2018-01-02 02:32:05.326264,56.109.40.23,sjojes,False,error_wrong_username
2018-01-02 02:32:06.326264,77.15.7.198,xjones,False,error_wrong_password
2018-01-02 02:32:07.326264,77.15.7.198,xjones,True,
2018-01-02 02:32:08.326264,194.130.66.40,qlopez,False,error_wrong_password
2018-01-02 02:32:09.326264,194.130.66.40,qlopez,True,
2018-01-02 02:32:10.326264,140.60.221.46,okim,False,error_wrong_password
2018-01-02 02:32:11.326264,140.60.221.46,okim,True,
2018-01-02 02:32:12.326264,142.98.229.199,wim,False,error_wrong_username
2018-01-02 02:32:13.326264,142.98.229.199,wim,False,error_wrong_username
2018-01-02 02:32:14.326264,89.179.219.31,kbron,False,error_wrong_username
2018-01-02 02:32:15.326264,89.179.219.31,kbrown,False,error_wrong_password
2018-01-02 02:32:16.326264,217.35.136.37,qsmith,False,error_wrong_password
2018-01-02 02:32:17.326264,217.35.136.37,qsmith,False,error_wrong_password
2018-01-02 02:32:18.326264,22.27.46.240,dba,True,
2018-01-02 02:32:19.326264,160.20.64.16,ilopeo,False,error_wrong_username
2018-01-02 02:32:20.326264,160.20.64.16,ilopez,False,error_wrong_password
2018-01-02 02:32:21.326264,46.128.166.43,ebrown,False,error_wrong_password
2018-01-02 02:32:22.326264,46.128.166.43,ebrown,True,
2018-01-02 02:32:23.326264,133.160.66.133,rlpez,False,error_wrong_username
2018-01-02 02:32:24.326264,133.160.66.133,rlpez,False,error_wrong_username
2018-01-02 02:32:25.326264,105.169.173.200,bsmih,False,error_wrong_username
2018-01-02 02:32:26.326264,105.169.173.200,bsmih,False,error_wrong_username
2018-01-02 02:32:27.326264,15.149.80.102,tsith,False,error_wrong_username
2018-01-02 02:32:28.326264,15.149.80.102,tsith,False,error_wrong_username
2018-01-02 02:32:29.326264,160.213.152.163,zkim,False,error_wrong_password
2018-01-02 02:32:30.326264,160.213.152.163,zkim,False,error_wrong_password
2018-01-02 02:32:31.326264,4.62.76.162,zlopez,True,
2018-01-02 02:32:32.326264,143.245.232.186,gjoces,False,error_wrong_username
2018-01-02 02:32:33.326264,143.245.232.186,gjoces,False,error_wrong_username
2018-01-02 02:32:34.326264,68.24.251.128,vbzown,False,error_wrong_username
2018-01-02 02:32:35.326264,68.24.251.128,vbzown,False,error_wrong_username
2018-01-02 02:32:36.326264,237.174.85.14,tdim,False,error_wrong_username
2018-01-02 02:32:37.326264,237.174.85.14,tdim,False,error_wrong_username
2018-01-02 02:32:38.326264,25.50.136.54,zkim,False,error_wrong_password
2018-01-02 02:32:39.326264,25.50.136.54,zkim,False,error_wrong_password
2018-01-02 02:32:40.326264,88.221.11.188,asmjth,False,error_wrong_username
2018-01-02 02:32:41.326264,88.221.11.188,asmith,True,
2018-01-02 02:32:42.326264,187.96.246.37,mkim,True,
2018-01-02 02:32:43.326264,194.249.39.206,yki,False,error_wrong_username
2018-01-02 02:32:44.326264,194.249.39.206,yki,False,error_wrong_username
2018-01-02 02:32:45.326264,97.153.2.61,abrown,False,error_wrong_password
2018-01-02 02:32:46.326264,97.153.2.61,abrown,False,error_wrong_password
2018-01-02 02:32:47.326264,144.210.209.157,wsones,False,error_wrong_username
2018-01-02 02:32:48.326264,144.210.209.157,wsones,False,error_wrong_username
2018-01-02 02:32:49.326264,83.129.4.217,ujoes,False,error_wrong_username
2018-01-02 02:32:50.326264,83.129.4.217,ujoes,False,error_wrong_username
2018-01-02 02:32:51.326264,9.46.46.2,esmth,False,error_wrong_username
2018-01-02 02:32:52.326264,9.46.46.2,esmth,False,error_wrong_username
2018-01-02 02:32:53.326264,59.247.181.74,nbrown,False,error_wrong_password
2018-01-02 02:32:54.326264,59.247.181.74,nbrown,False,error_wrong_password
2018-01-02 02:32:55.326264,147.211.132.147,vsmit,False,error_wrong_username
2018-01-02 02:32:56.326264,147.211.132.147,vsmith,False,error_wrong_password
2018-01-02 02:32:57.326264,110.251.205.217,jdim,False,error_wrong_username
2018-01-02 02:32:58.326264,110.251.205.217,jkim,False,error_wrong_password
2018-01-02 02:32:59.326264,50.204.95.1,dkim,False,error_wrong_password
2018-01-02 02:33:00.326264,50.204.95.1,dkim,False,error_wrong_password
2018-01-02 02:33:01.326264,111.216.177.24,gbrown,False,error_wrong_password
2018-01-02 02:33:02.326264,111.216.177.24,gbrown,True,
2018-01-02 02:33:03.326264,60.135.142.91,njonez,False,error_wrong_username
2018-01-02 02:33:04.326264,60.135.142.91,njonez,False,error_wrong_username
2018-01-02 02:33:05.326264,199.63.229.150,fjonds,False,error_wrong_username
2018-01-02 02:33:06.326264,199.63.229.150,fjonds,False,error_wrong_username
2018-01-02 02:33:07.326264,103.85.131.213,plopz,False,error_wrong_username
2018-01-02 02:33:08.326264,103.85.131.213,plopz,False,error_wrong_username
2018-01-02 02:33:09.326264,109.172.248.52,xsmith,False,error_wrong_password
2018-01-02 02:33:10.326264,109.172.248.52,xsmith,False,error_wrong_password
2018-01-02 02:33:11.326264,136.28.225.153,brown,False,error_wrong_username
2018-01-02 02:33:12.326264,136.28.225.153,bbrown,False,error_wrong_password
2018-01-02 02:33:13.326264,210.75.66.131,tjones,False,error_wrong_password
2018-01-02 02:33:14.326264,210.75.66.131,tjones,False,error_wrong_password
2018-01-02 02:33:15.326264,138.143.245.156,xbrown,True,
2018-01-02 02:33:16.326264,188.240.123.173,osmirh,False,error_wrong_username
2018-01-02 02:33:17.326264,188.240.123.173,osmith,False,error_wrong_password
2018-01-02 02:33:18.326264,69.109.161.252,wsmith,True,
2018-01-02 02:33:19.326264,71.131.115.45,hhrown,False,error_wrong_username
2018-01-02 02:33:20.326264,71.131.115.45,hhrown,False,error_wrong_username
2018-01-02 02:33:21.326264,157.216.167.2,slhpez,False,error_wrong_username
2018-01-02 02:33:22.326264,157.216.167.2,slhpez,False,error_wrong_username
2018-01-02 02:33:23.326264,174.137.194.11,ukim,False,error_wrong_password
2018-01-02 02:33:24.326264,174.137.194.11,ukim,True,
2018-01-02 02:33:25.326264,21.177.39.47,jones,False,error_wrong_username
2018-01-02 02:33:26.326264,21.177.39.47,jjones,False,error_wrong_password
2018-01-02 02:33:27.326264,185.15.40.71,hjones,False,error_wrong_password
2018-01-02 02:33:28.326264,185.15.40.71,hjones,True,
2018-01-02 02:33:29.326264,168.140.4.164,lopez,False,error_wrong_username
2018-01-02 02:33:30.326264,168.140.4.164,lopez,False,error_wrong_username
2018-01-02 02:33:31.326264,64.138.207.46,jlopz,False,error_wrong_username
2018-01-02 02:33:32.326264,64.138.207.46,jlopz,False,error_wrong_username
2018-01-02 02:33:33.326264,112.154.68.27,brown,False,error_wrong_username
2018-01-02 02:33:34.326264,112.154.68.27,brown,False,error_wrong_username
2018-01-02 02:33:35.326264,191.35.185.15,ejones,False,error_wrong_password
2018-01-02 02:33:36.326264,191.35.185.15,ejones,False,error_wrong_password
2018-01-02 02:33:37.326264,81.79.195.225,clopz,False,error_wrong_username
2018-01-02 02:33:38.326264,81.79.195.225,clopz,False,error_wrong_username
2018-01-02 02:33:39.326264,4.4.67.194,master,True,
2018-01-02 02:33:40.326264,221.216.141.189,ejons,False,error_wrong_username
2018-01-02 02:33:41.326264,221.216.141.189,ejons,False,error_wrong_username
2018-01-02 02:33:42.326264,182.138.182.242,mmith,False,error_wrong_username
2018-01-02 02:33:43.326264,182.138.182.242,mmith,False,error_wrong_username
2018-01-02 02:33:44.326264,59.20.160.216,fsith,False,error_wrong_username
2018-01-02 02:33:45.326264,59.20.160.216,fsith,False,error_wrong_username
2018-01-02 02:33:46.326264,28.222.212.192,dbrow,False,error_wrong_username
2018-01-02 02:33:47.326264,28.222.212.192,dbrow,False,error_wrong_username
2018-01-02 02:33:48.326264,174.58.88.249,qlopez,False,error_wrong_password
2018-01-02 02:33:49.326264,174.58.88.249,qlopez,True,
2018-01-02 02:33:50.326264,11.245.107.196,cones,False,error_wrong_username
2018-01-02 02:33:51.326264,11.245.107.196,cones,False,error_wrong_username
2018-01-02 02:33:52.326264,125.236.241.189,pim,False,error_wrong_username
2018-01-02 02:33:53.326264,125.236.241.189,pim,False,error_wrong_username
2018-01-02 02:33:54.326264,6.192.212.55,fkiv,False,error_wrong_username
2018-01-02 02:33:55.326264,6.192.212.55,fkim,False,error_wrong_password
2018-01-02 02:33:56.326264,79.78.54.130,vlowez,False,error_wrong_username
2018-01-02 02:33:57.326264,79.78.54.130,vlowez,False,error_wrong_username
2018-01-02 02:33:58.326264,200.2.127.216,vkim,True,
2018-01-02 02:33:59.326264,82.89.192.11,yloez,False,error_wrong_username
2018-01-02 02:34:00.326264,82.89.192.11,yloez,False,error_wrong_username
2018-01-02 02:34:01.326264,97.39.126.203,ibrwn,False,error_wrong_username
