date,high,low,open,close,volume
2018-01-02,201.64999389648438,195.4199981689453,196.10000610351562,201.07000732421875,10966900
2018-01-03,206.2100067138672,201.5,202.0500030517578,205.0500030517578,8591400
2018-01-04,207.0500030517578,204.0,206.1999969482422,205.6300048828125,6029600
2018-01-05,210.02000427246094,205.58999633789062,207.25,209.99000549316406,7033200
2018-01-08,212.5,208.44000244140625,210.02000427246094,212.0500030517578,5580200
2018-01-09,212.97999572753906,208.58999633789062,212.11000061035156,209.30999755859375,6125900
2018-01-10,213.63999938964844,206.91000366210938,207.57000732421875,212.52000427246094,5951500
2018-01-11,217.75,213.35000610351562,214.2899932861328,217.24000549316406,7659500
2018-01-12,222.5500030517578,216.0,217.17999267578125,221.22999572753906,8199400
2018-01-16,226.07000732421875,217.1999969482422,224.24000549316406,221.52999877929688,13516100
2018-01-17,221.14999389648438,216.32000732421875,221.0,217.5,9123100
2018-01-18,220.5800018310547,216.5500030517578,220.33999633789062,220.3300018310547,8225300
2018-01-19,223.49000549316406,218.5,222.75,220.4600067138672,10548600
2018-01-22,227.7899932861328,221.1999969482422,222.0,227.5800018310547,17703300
2018-01-23,257.7099914550781,248.02000427246094,255.0500030517578,250.2899932861328,27705300
2018-01-24,261.7099914550781,249.30999755859375,250.8800048828125,261.29998779296875,17352400
2018-01-25,272.29998779296875,260.2300109863281,263.0,269.70001220703125,15336400
2018-01-26,274.6000061035156,268.760009765625,271.489990234375,274.6000061035156,11021800
2018-01-29,286.80999755859375,273.9200134277344,274.20001220703125,284.5899963378906,17529700
2018-01-30,282.7300109863281,272.70001220703125,277.0,278.79998779296875,12482900
2018-01-31,282.2900085449219,269.5799865722656,281.94000244140625,270.29998779296875,11695100
2018-02-01,271.95001220703125,263.3800048828125,266.4100036621094,265.07000732421875,9669000
2018-02-02,270.6199951171875,262.7099914550781,263.0,267.42999267578125,9123600
2018-02-05,267.8999938964844,250.02999877929688,262.0,254.25999450683594,11896100
2018-02-06,266.70001220703125,245.0,247.6999969482422,265.7200012207031,12595800
2018-02-07,272.45001220703125,264.3299865722656,266.5799865722656,264.55999755859375,8981500
2018-02-08,267.6199951171875,250.0,267.0799865722656,250.10000610351562,9306700
2018-02-09,255.8000030517578,236.11000061035156,253.85000610351562,249.47000122070312,16906900
2018-02-12,259.1499938964844,249.0,252.13999938964844,257.95001220703125,8534900
2018-02-13,261.4100036621094,254.6999969482422,257.2900085449219,258.2699890136719,6855200
2018-02-14,269.8800048828125,260.3299865722656,260.4700012207031,266.0,10972000
2018-02-15,280.5,267.6300048828125,270.0299987792969,280.2699890136719,10759700
2018-02-16,281.9599914550781,275.69000244140625,278.7300109863281,278.5199890136719,8312400
2018-02-20,285.80999755859375,276.6099853515625,277.739990234375,278.54998779296875,7769000
2018-02-21,286.6400146484375,280.010009765625,282.07000732421875,281.0400085449219,9371100
2018-02-22,284.5,274.45001220703125,283.8800048828125,278.1400146484375,8891500
2018-02-23,286.0,277.80999755859375,281.0,285.92999267578125,7301800
2018-02-26,295.6499938964844,287.010009765625,288.75,294.1600036621094,10268600
2018-02-27,297.3599853515625,290.5899963378906,294.7699890136719,290.6099853515625,9416500
2018-02-28,295.75,290.7799987792969,293.1000061035156,291.3800048828125,7653500
2018-03-01,295.25,283.8299865722656,292.75,290.3900146484375,11932100
2018-03-02,301.17999267578125,283.2300109863281,284.6499938964844,301.04998779296875,13345300
