date,high,low,open,close,volume
2018-01-02,1190.0,1170.510009765625,1172.0,1189.010009765625,2694500
2018-01-03,1205.489990234375,1188.300048828125,1188.300048828125,1204.199951171875,3108800
2018-01-04,1215.8699951171875,1204.6600341796875,1205.0,1209.5899658203125,3022100
2018-01-05,1229.1400146484375,1210.0,1217.510009765625,1229.1400146484375,3544700
2018-01-08,1253.0799560546875,1232.030029296875,1236.0,1246.8699951171875,4279500
2018-01-09,1259.3299560546875,1241.760009765625,1256.9000244140625,1252.699951171875,3661300
2018-01-10,1254.3299560546875,1237.22998046875,1245.1500244140625,1254.3299560546875,2686000
2018-01-11,1276.77001953125,1256.4599609375,1259.739990234375,1276.6800537109375,3125000
2018-01-12,1305.760009765625,1273.3900146484375,1273.3900146484375,1305.199951171875,5443700
2018-01-16,1339.93994140625,1292.300048828125,1323.0,1304.8599853515625,7220700
2018-01-17,1314.0,1280.8800048828125,1312.239990234375,1295.0,5253800
2018-01-18,1304.5999755859375,1284.02001953125,1293.949951171875,1293.3199462890625,4026900
2018-01-19,1313.0,1292.989990234375,1312.0,1294.5799560546875,4578500
2018-01-22,1327.449951171875,1296.6600341796875,1297.1700439453125,1327.31005859375,4140100
2018-01-23,1364.9000244140625,1337.3399658203125,1338.0899658203125,1362.5400390625,5169300
2018-01-24,1388.1600341796875,1338.0,1374.8199462890625,1357.510009765625,6807500
2018-01-25,1378.3399658203125,1357.6199951171875,1368.0,1377.949951171875,4753000
2018-01-26,1402.530029296875,1380.9100341796875,1392.010009765625,1402.050048828125,4857300
2018-01-29,1431.3900146484375,1400.43994140625,1409.1800537109375,1417.6800537109375,5701900
2018-01-30,1439.25,1392.0,1403.1700439453125,1437.8199462890625,5871900
2018-01-31,1472.5799560546875,1450.0400390625,1451.300048828125,1450.8900146484375,6424700
2018-02-01,1459.8800048828125,1385.1400146484375,1445.0,1390.0,9113800
2018-02-02,1498.0,1414.0,1477.3900146484375,1429.949951171875,11125700
2018-02-05,1458.97998046875,1320.719970703125,1402.6199951171875,1390.0,11495000
2018-02-06,1443.989990234375,1351.7900390625,1361.4599609375,1442.8399658203125,11066800
2018-02-07,1460.989990234375,1415.1500244140625,1449.0,1416.780029296875,7162700
2018-02-08,1433.75,1349.93994140625,1429.6800537109375,1350.5,8578600
2018-02-09,1383.5,1265.9300537109375,1373.489990234375,1339.5999755859375,14141500
2018-02-12,1393.81005859375,1344.010009765625,1364.6700439453125,1386.22998046875,6738900
2018-02-13,1419.719970703125,1383.530029296875,1385.9300537109375,1414.510009765625,5917900
2018-02-14,1452.06005859375,1403.3599853515625,1406.25,1451.050048828125,5959200
2018-02-15,1468.93994140625,1436.8399658203125,1466.8900146484375,1461.760009765625,5652700
2018-02-16,1465.800048828125,1446.56005859375,1457.3699951171875,1448.68994140625,4472600
2018-02-20,1488.77001953125,1446.489990234375,1446.489990234375,1468.3499755859375,6499200
2018-02-21,1503.489990234375,1478.9200439453125,1485.0,1482.9200439453125,6304400
2018-02-22,1502.5400390625,1475.760009765625,1495.3599853515625,1485.3399658203125,4858100
2018-02-23,1500.0,1486.5,1495.3399658203125,1500.0,4418100
2018-02-26,1522.8399658203125,1507.0,1509.199951171875,1521.949951171875,4955000
2018-02-27,1526.780029296875,1507.2099609375,1524.5,1511.97998046875,4808800
2018-02-28,1528.699951171875,1512.0,1519.510009765625,1512.449951171875,4515000
2018-03-01,1518.489990234375,1465.0,1513.5999755859375,1493.449951171875,6835200
2018-03-02,1501.050048828125,1455.010009765625,1469.0999755859375,1500.25,6587600
2018-03-05,1525.3800048828125,1481.0,1494.239990234375,1523.6099853515625,5233900
2018-03-06,1542.1300048828125,1528.0,1533.199951171875,1537.6400146484375,4561700
2018-03-07,1545.9000244140625,1522.510009765625,1526.52001953125,1545.0,4174100
2018-03-08,1554.8800048828125,1545.25,1550.0,1551.8599853515625,3862600
2018-03-09,1578.93994140625,1559.0799560546875,1563.5,1578.8900146484375,4534300
2018-03-12,1605.3299560546875,1586.699951171875,1592.5999755859375,1598.3900146484375,5174200
2018-03-13,1617.5400390625,1578.010009765625,1615.9599609375,1588.1800537109375,6531900
2018-03-14,1606.43994140625,1590.8900146484375,1597.0,1591.0,4259400
2018-03-15,1596.9100341796875,1578.1099853515625,1595.0,1582.3199462890625,4069700
2018-03-16,1589.43994140625,1567.5,1583.449951171875,1571.6800537109375,5425000
2018-03-19,1561.6600341796875,1525.3499755859375,1554.530029296875,1544.9300537109375,6580800
2018-03-20,1587.0,1545.4100341796875,1550.3399658203125,1586.510009765625,4581600
2018-03-21,1590.0,1563.1700439453125,1586.449951171875,1581.8599853515625,4750800
2018-03-22,1573.8499755859375,1542.4000244140625,1565.469970703125,1544.9200439453125,6320600
2018-03-23,1549.02001953125,1495.3599853515625,1539.010009765625,1495.56005859375,8006000
2018-03-26,1556.989990234375,1499.25,1530.0,1555.8599853515625,5624700
2018-03-27,1575.969970703125,1482.3199462890625,1572.4000244140625,1497.050048828125,6999600
2018-03-28,1455.9000244140625,1386.1700439453125,1447.0,1431.4200439453125,13705300
2018-03-29,1455.469970703125,1365.199951171875,1406.0,1447.3399658203125,12581100
2018-04-02,1421.3599853515625,1355.0,1417.6199951171875,1371.989990234375,10463600
2018-04-03,1414.0,1355.3299560546875,1391.3800048828125,1392.050048828125,10231200
2018-04-04,1415.3900146484375,1352.8800048828125,1358.239990234375,1410.5699462890625,6982300
2018-04-05,1459.56005859375,1427.0699462890625,1441.989990234375,1451.75,6413500
2018-04-06,1452.5,1400.260009765625,1429.969970703125,1405.22998046875,5882300
2018-04-09,1438.47998046875,1402.5699462890625,1425.030029296875,1406.0799560546875,4208200
2018-04-10,1438.3800048828125,1415.699951171875,1431.989990234375,1436.219970703125,4254100
2018-04-11,1448.780029296875,1424.8900146484375,1439.43994140625,1427.050048828125,3582500
2018-04-12,1452.1199951171875,1435.06005859375,1439.5,1448.5,3135000
2018-04-13,1459.780029296875,1424.52001953125,1449.1400146484375,1430.7900390625,3685300
2018-04-16,1447.0,1427.47998046875,1445.0,1441.5,2808600
2018-04-17,1507.18994140625,1457.02001953125,1462.300048828125,1503.8299560546875,5114400
2018-04-18,1533.800048828125,1504.1099853515625,1514.6500244140625,1527.8399658203125,5227500
2018-04-19,1568.52001953125,1539.06005859375,1543.219970703125,1556.9100341796875,6523700
2018-04-20,1561.199951171875,1516.0899658203125,1561.199951171875,1527.489990234375,5541600
2018-04-23,1548.0,1503.4100341796875,1546.68994140625,1517.8599853515625,4465400
2018-04-24,1539.5,1448.449951171875,1535.800048828125,1460.0899658203125,7494700
2018-04-25,1469.989990234375,1415.02001953125,1458.0,1460.1700439453125,6587300
2018-04-26,1529.4200439453125,1478.5,1485.010009765625,1517.9599609375,8801100
2018-04-27,1638.0999755859375,1567.3900146484375,1634.010009765625,1572.6199951171875,13053200
2018-04-30,1596.0,1560.93994140625,1582.5,1566.1300048828125,5464100
2018-05-01,1585.0,1552.1800537109375,1563.219970703125,1582.260009765625,4572100
2018-05-02,1588.5,1566.3599853515625,1580.97998046875,1569.6800537109375,4360300
2018-05-03,1574.800048828125,1546.02001953125,1560.010009765625,1572.0799560546875,4251900
2018-05-04,1584.9000244140625,1562.18994140625,1562.449951171875,1580.949951171875,3443600
2018-05-07,1606.949951171875,1587.8299560546875,1589.3399658203125,1600.1400146484375,3801900
2018-05-08,1596.8800048828125,1582.510009765625,1595.0,1592.3900146484375,3067900
2018-05-09,1608.0,1592.0,1600.0,1608.0,3637300
2018-05-10,1615.5999755859375,1603.43994140625,1608.47998046875,1609.0799560546875,2817500
