datetime,source_ip,username,success,failure_reason
2019-01-01 00:03:04.269449,234.179.140.103,bkim,True,
2019-01-01 00:34:23.613881,12.1.71.46,bkim,True,
2019-01-01 01:02:01.945303,234.179.140.103,bkim,True,
2019-01-01 01:18:44.299586,5.91.167.118,bkim,True,
2019-01-01 01:30:54.278457,234.179.140.103,bkim,True,
2019-01-01 01:33:31.760568,218.187.113.154,sjones,True,
2019-01-01 01:35:45.729341,12.1.71.46,bknm,False,error_wrong_username
2019-01-01 01:35:46.729341,12.1.71.46,bkim,True,
2019-01-01 02:01:44.999391,141.111.232.255,sjones,False,error_wrong_password
2019-01-01 02:01:45.999391,141.111.232.255,sjones,True,
2019-01-01 02:02:00.619948,234.179.140.103,mkim,False,error_wrong_password
2019-01-01 02:02:01.619948,234.179.140.103,mkim,True,
2019-01-01 02:05:12.198667,145.7.65.90,sjones,True,
2019-01-01 02:13:17.148003,193.98.19.38,ubrown,True,
2019-01-01 02:21:58.348226,206.126.112.26,ubrown,False,error_wrong_password
2019-01-01 02:21:59.348226,206.126.112.26,ubrown,True,
2019-01-01 02:22:54.504817,145.7.65.90,sjones,True,
2019-01-01 02:24:52.278421,234.179.140.103,pkim,True,
2019-01-01 02:30:13.294252,141.111.232.255,sjones,False,error_wrong_password
2019-01-01 02:30:14.294252,141.111.232.255,sjones,True,
2019-01-01 03:13:42.419807,193.98.19.38,ubrown,True,
2019-01-01 03:28:18.607293,38.215.94.52,ikim,True,
2019-01-01 03:39:01.035444,18.170.45.213,ikim,True,
2019-01-01 03:42:25.528014,195.152.80.113,ubrown,False,error_wrong_password
2019-01-01 03:42:26.528014,195.152.80.113,ubrown,True,
2019-01-01 05:08:14.114200,24.112.17.125,cbrown,True,
2019-01-01 05:15:58.476750,26.32.56.22,xkim,True,
2019-01-01 05:19:24.485550,24.112.17.125,cbrown,True,
2019-01-01 05:26:01.396831,26.32.56.22,xkim,True,
2019-01-01 05:34:10.541308,91.244.227.100,xkim,True,
2019-01-01 06:08:27.821141,124.178.25.98,akim,True,
2019-01-01 06:12:06.614478,220.40.22.86,akim,True,
2019-01-01 06:35:42.406064,98.43.141.103,akim,False,error_wrong_password
2019-01-01 06:35:43.406064,98.43.141.103,akim,True,
2019-01-01 06:54:12.146723,124.178.25.98,akim,True,
2019-01-01 07:03:32.907155,51.185.92.40,wlopez,False,error_wrong_password
2019-01-01 07:03:33.907155,51.185.92.40,wlopez,True,
2019-01-01 07:08:59.383136,106.225.19.157,wlopez,False,error_wrong_password
2019-01-01 07:09:00.383136,106.225.19.157,wlopez,True,
2019-01-01 07:22:16.463953,51.185.92.40,wlopez,True,
2019-01-01 07:28:53.688102,51.185.92.40,wlppez,False,error_wrong_username
2019-01-01 07:28:54.688102,51.185.92.40,wlopez,True,
2019-01-01 08:38:03.309327,181.136.173.32,mbrown,True,
2019-01-01 08:53:23.171342,164.253.117.48,mbrown,True,
2019-01-01 09:04:09.364670,105.29.8.22,wkim,True,
2019-01-01 09:07:39.412041,105.29.8.22,wkim,True,
2019-01-01 09:21:52.723464,189.77.78.5,wkim,True,
2019-01-01 09:26:23.681043,164.253.117.48,mbrown,True,
2019-01-01 09:31:42.829526,181.136.173.32,mbrown,False,error_wrong_password
2019-01-01 09:31:43.829526,181.136.173.32,mbrown,True,
2019-01-01 09:34:11.865546,34.153.206.208,bjdnes,False,error_wrong_username
2019-01-01 09:34:12.865546,34.153.206.208,bjdnes,False,error_wrong_username
2019-01-01 09:34:13.865546,34.153.206.208,blopez,False,error_wrong_password
2019-01-01 09:34:14.865546,34.153.206.208,blopez,True,
2019-01-01 09:34:15.865546,34.153.206.208,plopez,False,error_wrong_password
2019-01-01 09:34:16.865546,34.153.206.208,plopez,True,
2019-01-01 09:34:17.865546,34.153.206.208,nsmith,True,
2019-01-01 09:34:18.865546,34.153.206.208,wloez,False,error_wrong_username
2019-01-01 09:34:19.865546,34.153.206.208,wloez,False,error_wrong_username
2019-01-01 09:34:20.865546,34.153.206.208,elopez,True,
2019-01-01 09:34:21.865546,34.153.206.208,lsmith,False,error_wrong_password
2019-01-01 09:34:22.865546,34.153.206.208,lsmith,False,error_wrong_password
2019-01-01 09:34:23.865546,34.153.206.208,sjones,False,error_wrong_password
2019-01-01 09:34:24.865546,34.153.206.208,sjones,False,error_wrong_password
2019-01-01 09:34:25.865546,34.153.206.208,ulope,False,error_wrong_username
2019-01-01 09:34:26.865546,34.153.206.208,ulopez,True,
